"Test","BECE"
0,0.5886127948760986
1,0.5254059433937073
0,0.6781068444252014
0,0.6471210718154907
0,0.7610467672348022
0,0.5527036190032959
0,0.6558874845504761
0,0.4565356373786926
0,0.599185585975647
0,0.6040425300598145
0,0.5904985070228577
0,0.589541494846344
0,0.5569957494735718
0,0.6098265051841736
1,0.7279457449913025
1,0.5640139579772949
1,0.5808901786804199
0,0.5256883502006531
1,0.5855143070220947
0,0.5610654950141907
0,0.6377872824668884
1,0.6331518888473511
0,0.46353673934936523
0,0.6644655466079712
1,0.6125820875167847
0,0.6016422510147095
0,0.6831279993057251
0,0.6088206171989441
0,0.8120235800743103
1,0.7067221403121948
0,0.6236225962638855
1,0.5742022395133972
1,0.5163055658340454
0,0.6194370985031128
0,0.7427613139152527
1,0.693117082118988
0,0.6030327677726746
0,0.5454224348068237
0,0.578093945980072
0,0.5784879326820374
1,0.6413864493370056
0,0.6030219793319702
1,0.6007292866706848
0,0.5599040389060974
0,0.5439059138298035
0,0.654975950717926
0,0.619867205619812
0,0.6602340936660767
0,0.5184543132781982
0,0.5912065505981445
0,0.7387162446975708
0,0.5365042090415955
1,0.6232420206069946
0,0.5565077662467957
0,0.7142021059989929
1,0.6566262245178223
1,0.5789402723312378
0,0.6316655874252319
0,0.5406959056854248
1,0.6952117085456848
0,0.6080052852630615
0,0.640540361404419
0,0.5144635438919067
0,0.6135122179985046
0,0.7345355153083801
1,0.5798676609992981
0,0.6090376377105713
1,0.7092846632003784
1,0.5476754903793335
0,0.6250690221786499
0,0.5929704308509827
1,0.6854535937309265
0,0.6922472715377808
0,0.6490336656570435
0,0.5500465631484985
0,0.6236858367919922
1,0.7011908292770386
1,0.675117552280426
0,0.5917685627937317
1,0.6044323444366455
1,0.7581672072410583
0,0.6423444151878357
0,0.5609021782875061
0,0.6738053560256958
1,0.6694313287734985
0,0.5660870671272278
0,0.6965602040290833
1,0.6681994795799255
1,0.6276930570602417
0,0.5918643474578857
0,0.549001932144165
1,0.591030478477478
0,0.5560153722763062
0,0.5715811848640442
1,0.5229588747024536
1,0.5661273002624512
0,0.6614633202552795
0,0.6142303347587585
0,0.7353053689002991
0,0.6817183494567871
0,0.6977875232696533
1,0.6213574409484863
1,0.5409120321273804
1,0.6548377871513367
1,0.7032399773597717
0,0.5109626054763794
0,0.6170923113822937
1,0.5847435593605042
1,0.642548143863678
1,0.5897183418273926
1,0.6486412882804871
1,0.6942269206047058
1,0.6232618093490601
0,0.6234121918678284
0,0.7125134468078613
0,0.6149453520774841
1,0.6749637722969055
1,0.61480712890625
0,0.6245998740196228
1,0.5834997892379761
1,0.527580976486206
0,0.6030285358428955
0,0.6217265129089355
0,0.6545526385307312
1,0.46983349323272705
0,0.5448601245880127
0,0.5651149749755859
0,0.5801578164100647
0,0.6049667596817017
0,0.6109375357627869
0,0.6407186985015869
0,0.658730149269104
1,0.5563833117485046
0,0.6871134638786316
0,0.707855761051178
0,0.6255481839179993
1,0.5857869982719421
0,0.6756135821342468
0,0.6666364669799805
0,0.6074180603027344
1,0.65602046251297
0,0.5827252268791199
1,0.44021928310394287
0,0.660019040107727
0,0.5760988593101501
0,0.6754106879234314
0,0.44311511516571045
0,0.6913139224052429
1,0.6245357394218445
1,0.6706727743148804
1,0.650252640247345
0,0.7100011706352234
1,0.6076871156692505
1,0.7335461378097534
1,0.7197340726852417
1,0.5244763493537903
0,0.5544292330741882
1,0.4426635205745697
1,0.5820822715759277
0,0.5289806723594666
0,0.5606450438499451
1,0.5073224306106567
0,0.5421779751777649
0,0.8308968544006348
0,0.519741952419281
1,0.6239715814590454
1,0.6734366416931152
0,0.6225811839103699
0,0.546568751335144
0,0.5318413972854614
1,0.44112280011177063
0,0.6150136590003967
1,0.6018430590629578
0,0.539769172668457
0,0.5571416020393372
0,0.6031487584114075
1,0.5959519147872925
0,0.7452408671379089
0,0.6307777762413025
0,0.6469129920005798
0,0.6684087514877319
1,0.6720601916313171
0,0.5986413359642029
1,0.4725293517112732
1,0.6924756169319153
0,0.5626392364501953
0,0.6668371558189392
0,0.6187140941619873
0,0.5725547671318054
0,0.6565238833427429
1,0.6486570835113525
0,0.5578610897064209
0,0.6988368630409241
0,0.6498225927352905
1,0.7273175120353699
1,0.649143636226654
1,0.6234372854232788
0,0.6082855463027954
1,0.5137286186218262
1,0.6599122285842896
1,0.6191058158874512
0,0.586627721786499
0,0.6974074840545654
0,0.5772964954376221
0,0.721285879611969
1,0.64952850341796875
0,0.6363544464111328
0,0.6868608593940735
0,0.612387478351593
1,0.654053807258606
1,0.43917763233184814
0,0.560591459274292
0,0.6050515174865723
1,0.5657455921173096
0,0.5932237505912781
0,0.5085893869400024
0,0.6702143549919128
0,0.5535109043121338
0,0.6795209646224976
0,0.6923146843910217
0,0.6525742411613464
0,0.6931491494178772
0,0.48399582505226135
1,0.47684693336486816
0,0.579027533531189
0,0.49671077728271484
1,0.4853043854236603
0,0.6804338097572327
1,0.6859330534934998
1,0.6307785511016846
0,0.6612003445625305
0,0.56838458776474
0,0.6234948039054871
1,0.6222112774848938
0,0.6990832686424255
0,0.6208571195602417
0,0.5471848845481873
1,0.5415316820144653
0,0.47948160767555237
0,0.5156152248382568
0,0.7548309564590454
1,0.6467580199241638
1,0.5326957702636719
0,0.7150218486785889
1,0.6685388088226318
1,0.658957302570343
0,0.4771125912666321
0,0.6786209344863892
0,0.7055993676185608
0,0.5314821004867554
0,0.6656787991523743
1,0.7210371494293213
0,0.6949190497398376
0,0.6566506624221802
0,0.5132290720939636
1,0.5821213722229004
0,0.6391744017601013
0,0.49832046031951904
1,0.6237725019454956
0,0.7160974740982056
0,0.6552562713623047
1,0.568954586982727
0,0.5248818397521973
0,0.6260951161384583
0,0.6195993423461914
0,0.687693178653717
0,0.6330097317695618
0,0.672951877117157
0,0.5475435853004456
0,0.6141207218170166
0,0.5152783393859863
0,0.6147487759590149
1,0.5946864485740662
0,0.6963130831718445
0,0.5064247250556946
1,0.5523436069488525
0,0.6331602334976196
0,0.7280797958374023
1,0.7366169095039368
1,0.6167378425598145
1,0.571343719959259
0,0.6204233169555664
0,0.49573102593421936
0,0.7229381799697876
0,0.6765329241752625
1,0.55705726146698
0,0.6452266573905945
0,0.6961421370506287
0,0.7355954051017761
0,0.7231045961380005
0,0.625628650188446
0,0.7460743188858032
1,0.537641167640686
0,0.5836805105209351
0,0.534203827381134
0,0.578632116317749
0,0.6954568028450012
0,0.5988286137580872
1,0.531848132610321
0,0.5336289405822754
0,0.6593790054321289
0,0.6837062239646912
0,0.4811372756958008
0,0.6306716203689575
0,0.5795978307723999
0,0.5855420231819153
1,0.4935106933116913
0,0.56950843334198
0,0.5813630223274231
0,0.6080573797225952
0,0.6035382151603699
1,0.5103182196617126
0,0.5913652181625366
0,0.6283705830574036
1,0.654831051826477
1,0.5499137043952942
0,0.6819940209388733
1,0.5188988447189331
0,0.5908768773078918
1,0.5706511735916138
0,0.6455522775650024
1,0.7314639687538147
0,0.5937362909317017
0,0.6875485777854919
0,0.758495032787323
0,0.4600207805633545
0,0.6731354594230652
1,0.5590346455574036
1,0.5792778730392456
0,0.6025011539459229
1,0.6926343441009521
1,0.6499265432357788
1,0.7155473828315735
1,0.545899510383606
0,0.6604667901992798
0,0.6403549313545227
1,0.5213704109191895
0,0.6731624603271484
0,0.564172625541687
0,0.5167911648750305
0,0.5771986246109009
0,0.53159099817276
0,0.6985089182853699
0,0.5237774848937988
0,0.5561140775680542
0,0.6283304691314697
0,0.5864567160606384
1,0.6640543341636658
0,0.5112022161483765
1,0.6879519820213318
0,0.6347925662994385
0,0.5729984045028687
0,0.5849733352661133
0,0.7549260258674622
0,0.6741213202476501
0,0.6063202023506165
0,0.6524141430854797
0,0.6235199570655823
0,0.4200606644153595
0,0.6705819964408875
0,0.714314877986908
0,0.6117857098579407
1,0.6203380227088928
0,0.58873748779296875
1,0.6549562811851501
0,0.7310608625411987
0,0.6485869884490967
0,0.6737403273582458
0,0.5737652778625488
0,0.6694179773330688
1,0.6407901644706726
1,0.6591585278511047
0,0.6327722072601318
0,0.741542637348175
0,0.7131165862083435
0,0.6481443047523499
0,0.5968056321144104
0,0.6053516268730164
0,0.6155803799629211
1,0.6826925873756409
1,0.5709772109985352
0,0.6486396789550781
0,0.5625565052032471
0,0.5636568665504456
0,0.6502133011817932
1,0.5486773252487183
0,0.701999306678772
1,0.7006155848503113
0,0.5511572957038879
0,0.6329753398895264
0,0.49826574325561523
0,0.3984839618206024
0,0.5419694185256958
0,0.502889096736908
0,0.5916401743888855
0,0.6461133360862732
1,0.5922670364379883
0,0.6986855864524841
1,0.730463981628418
0,0.5272552371025085
1,0.564204752445221
0,0.5318583846092224
1,0.6313270926475525
0,0.60715651512146
0,0.6926808953285217
1,0.7303106784820557
1,0.6720150113105774
0,0.6747153401374817
1,0.6872461438179016
0,0.65331268310546875
0,0.4934709966182709
1,0.6946495771408081
0,0.6368656754493713
1,0.5842612385749817
0,0.6932876110076904
0,0.5894295573234558
0,0.6135213375091553
1,0.5747412443161011
1,0.5723710060119629
1,0.6778103113174438
0,0.5881956815719604
0,0.6718454360961914
0,0.5790075659751892
1,0.6794512271881104
0,0.6631789207458496
0,0.5380518436431885
1,0.6859320402145386
0,0.466280460357666
0,0.6480441093444824
0,0.6205788254737854
0,0.6424663662910461
0,0.6285601854324341
0,0.6636438965797424
0,0.5957106351852417
0,0.643772542476654
1,0.5037540793418884
0,0.6850388050079346
1,0.6380804181098938
0,0.5487533807754517
1,0.5433367490768433
0,0.5939455628395081
0,0.6156235337257385
0,0.8356432318687439
0,0.44785699248313904
1,0.6030575037002563
0,0.5256146788597107
1,0.6972864270210266
0,0.5295169949531555
1,0.5768358111381531
0,0.7000187635421753
0,0.5677120685577393
1,0.5739706158638
0,0.74134361743927
0,0.7494964599609375
0,0.7055819630622864
1,0.7060863971710205
1,0.7183674573898315
1,0.684425413608551
0,0.6583393216133118
1,0.619280219078064
1,0.5996977686882019
0,0.6272034049034119
1,0.5289595723152161
0,0.6659553050994873
0,0.6788433790206909
0,0.6239288449287415
1,0.6148676872253418
1,0.6495495438575745
0,0.7105880379676819
1,0.5781001448631287
0,0.5861782431602478
0,0.6698657274246216
0,0.5353537201881409
0,0.6566866636276245
0,0.6231794953346252
0,0.6435422897338867
1,0.6834262609481812
0,0.5834137201309204
0,0.5471413135528564
0,0.5846177339553833
0,0.6544039249420166
0,0.6404967308044434
0,0.5975212454795837
0,0.6406241059303284
0,0.5990061163902283
0,0.6208449602127075
0,0.6696059703826904
1,0.4979856312274933
0,0.6291863918304443
0,0.6042691469192505
1,0.6186683177947998
0,0.6071462035179138
0,0.5592715740203857
0,0.6459648013114929
1,0.5072693228721619
0,0.662476658821106
0,0.5779039263725281
0,0.6034543514251709
0,0.7186408638954163
1,0.6080456376075745
0,0.6102085113525391
0,0.6382716298103333
0,0.6681578755378723
1,0.6004644632339478
0,0.6933296918869019
1,0.5681008100509644
0,0.7256841063499451
0,0.5291030406951904
0,0.6354892253875732
0,0.6071662902832031
0,0.6320106387138367
0,0.680446207523346
1,0.608757734298706
0,0.5853021740913391
1,0.5323225855827332
1,0.6057814359664917
1,0.5980535745620728
1,0.7018119692802429
0,0.6861972212791443
0,0.5505163669586182
0,0.6295285820960999
1,0.6876309514045715
0,0.5532057881355286
0,0.6541560888290405
0,0.7698336243629456
1,0.6282367706298828
0,0.5155557990074158
0,0.6280377507209778
1,0.7302488088607788
0,0.5882325172424316
0,0.7729868292808533
0,0.46592363715171814
1,0.776717483997345
1,0.8322465419769287
1,0.7278808951377869
0,0.618415892124176
0,0.5090598464012146
0,0.6006950736045837
0,0.720353364944458
0,0.6668941974639893
1,0.5865328311920166
0,0.6296731233596802
0,0.66490936279296875
0,0.6489719152450562
0,0.6937671899795532
1,0.5798743963241577
0,0.6172053217887878
0,0.4953479766845703
1,0.5875812768936157
1,0.6964040994644165
1,0.5760997533798218
0,0.5068016648292542
0,0.5877845883369446
1,0.6342508792877197
1,0.6265969276428223
0,0.7119457125663757
0,0.5091875195503235
1,0.6096361875534058
1,0.7010385990142822
0,0.7163070440292358
0,0.5428024530410767
1,0.6812922358512878
0,0.6092198491096497
1,0.54471355676651
0,0.5454875230789185
0,0.7035826444625854
0,0.5160738825798035
1,0.6673509478569031
0,0.5401660799980164
1,0.6411095857620239
0,0.7005822658538818
1,0.6736066341400146
0,0.487428218126297
0,0.6999566555023193
1,0.5687957406044006
0,0.683860182762146
0,0.4815827012062073
0,0.5837152004241943
1,0.5827358365058899
0,0.5633764266967773
0,0.5356378555297852
1,0.5947226285934448
0,0.5837035775184631
0,0.5941083431243896
0,0.5958196520805359
1,0.5542906522750854
0,0.561619758605957
1,0.6687105298042297
0,0.6272130012512207
0,0.5534259676933289
0,0.7034281492233276
0,0.6283075213432312
0,0.7415920495986938
1,0.5786080360412598
0,0.5403745770454407
0,0.5846906304359436
0,0.6296445727348328
0,0.6705508232116699
0,0.6707242131233215
1,0.6274123787879944
1,0.6169098019599915
0,0.5475693941116333
0,0.7096324563026428
0,0.5117836594581604
0,0.642602801322937
0,0.5737234354019165
1,0.674188494682312
1,0.6446044445037842
1,0.5193790793418884
1,0.5837070941925049
1,0.6374974250793457
0,0.5826929211616516
1,0.5119640231132507
1,0.6273748278617859
0,0.598646879196167
0,0.6712300777435303
0,0.6807196140289307
0,0.4597165584564209
1,0.5701420307159424
0,0.6738367676734924
1,0.44207197427749634
1,0.6224216222763062
1,0.5832388401031494
0,0.6010107398033142
1,0.6220237016677856
1,0.5922830104827881
0,0.5441387295722961
0,0.5444642305374146
0,0.6561560034751892
0,0.5999881625175476
0,0.5465143322944641
0,0.667820930480957
1,0.7736008763313293
1,0.6319964528083801
0,0.5664320588111877
0,0.7449100017547607
0,0.6563677191734314
0,0.7293854355812073
0,0.5223516225814819
0,0.5957939028739929
0,0.6596527695655823
1,0.4933370351791382
0,0.5818594694137573
0,0.6542612314224243
1,0.560534656047821
0,0.5722911357879639
1,0.6180850267410278
1,0.5309845805168152
1,0.5769137144088745
1,0.6641809344291687
1,0.753838837146759
1,0.6467981338500977
0,0.6254768371582031
0,0.6596164703369141
0,0.5446937680244446
1,0.5922629237174988
0,0.687369704246521
1,0.5307020545005798
0,0.5705423951148987
0,0.5751494765281677
0,0.5850865840911865
0,0.6194949746131897
1,0.5764287114143372
0,0.5998757481575012
1,0.6486016511917114
1,0.5706785917282104
0,0.6918333768844604
0,0.519267201423645
0,0.6068853735923767
0,0.6171964406967163
0,0.5352985262870789
0,0.6492086052894592
0,0.7076213955879211
0,0.6609230041503906
0,0.6069000363349915
0,0.5809882283210754
0,0.6557704210281372
0,0.6805260181427002
0,0.5768560767173767
1,0.6686904430389404
0,0.590390145778656
0,0.5677803754806519
0,0.7211137413978577
1,0.480380117893219
1,0.5985223054885864
0,0.5443037152290344
0,0.7742744088172913
0,0.6293039917945862
0,0.6976126432418823
0,0.5636265873908997
0,0.5806249976158142
0,0.574022114276886
0,0.5278724431991577
1,0.5731128454208374
0,0.48139938712120056
0,0.7496904134750366
0,0.6807846426963806
1,0.6223441362380981
0,0.5666294693946838
0,0.6520898938179016
0,0.5740530490875244
1,0.5206242799758911
0,0.49625086784362793
0,0.6695758104324341
1,0.7034621238708496
1,0.6236600279808044
0,0.5399534702301025
1,0.6732741594314575
0,0.6892752051353455
0,0.6568477749824524
0,0.555976927280426
0,0.5886252522468567
0,0.6197566390037537
0,0.56960129737854
0,0.6366115212440491
1,0.6743332147598267
0,0.6322927474975586
0,0.5068114995956421
1,0.6605780720710754
1,0.6297736763954163
0,0.687263011932373
1,0.7483336329460144
0,0.5898545384407043
0,0.4851801097393036
0,0.5229405760765076
0,0.6270206570625305
1,0.6213674545288086
0,0.6495044231414795
0,0.6816425323486328
0,0.5448445081710815
1,0.5254843831062317
0,0.6166120171546936
0,0.5584027767181396
0,0.6749860048294067
0,0.5599890947341919
1,0.5584970712661743
0,0.7084066867828369
1,0.5911332964897156
0,0.6132310628890991
1,0.7802019715309143
0,0.695783793926239
0,0.6426945328712463
0,0.6172299385070801
0,0.5810314416885376
0,0.7706243991851807
0,0.645136296749115
1,0.644181489944458
1,0.5037592649459839
0,0.5960738658905029
0,0.6229678392410278
1,0.5633485317230225
0,0.5472806692123413
0,0.6521667242050171
0,0.5935580730438232
0,0.49372798204421997
0,0.6941699385643005
1,0.6460511684417725
0,0.5832204222679138
0,0.6372653245925903
0,0.5445097088813782
0,0.5830585956573486
0,0.6889285445213318
0,0.7027174830436707
1,0.5858579277992249
0,0.7464256286621094
0,0.5611312985420227
1,0.5736775398254395
0,0.6528724431991577
0,0.5539929270744324
1,0.5198575854301453
0,0.44954100251197815
0,0.5035980343818665
0,0.564087450504303
0,0.7078548073768616
1,0.7308450937271118
0,0.5388020873069763
0,0.6199262738227844
0,0.759635865688324
0,0.7226883769035339
1,0.5702091455459595
0,0.6237871646881104
1,0.6578225493431091
1,0.705394446849823
0,0.605700671672821
1,0.6193995475769043
0,0.46295303106307983
1,0.699530839920044
0,0.5012264251708984
1,0.6191019415855408
1,0.5813204646110535
1,0.6818841099739075
0,0.5334700345993042
1,0.635466456413269
0,0.5085127353668213
0,0.48085322976112366
0,0.6350857019424438
0,0.6678622364997864
0,0.6292238831520081
0,0.665120005607605
0,0.8080319166183472
0,0.5780491232872009
1,0.5125032067298889
0,0.5274232029914856
0,0.6921679377555847
1,0.5696213245391846
1,0.5368577837944031
0,0.5558082461357117
1,0.6727369427680969
1,0.6526414752006531
0,0.6906788349151611
0,0.6028873920440674
0,0.7115195989608765
0,0.613190770149231
0,0.451626718044281
0,0.5177070498466492
1,0.630874752998352
1,0.675659716129303
0,0.6729921698570251
0,0.6123048067092896
0,0.576100766658783
0,0.6067155599594116
1,0.676863968372345
0,0.5421062707901001
0,0.6494404077529907
1,0.5684012770652771
0,0.5802713632583618
0,0.5693249106407166
0,0.6255884170532227
1,0.6718236207962036
0,0.6275625824928284
0,0.6447075605392456
0,0.6002180576324463
0,0.5848995447158813
0,0.47531062364578247
0,0.5401895046234131
1,0.6355457901954651
1,0.6507470011711121
0,0.696047306060791
1,0.5946210026741028
0,0.5916663408279419
0,0.6117002367973328
0,0.7576614618301392
1,0.7079886198043823
1,0.5697081685066223
0,0.6619951128959656
1,0.5843589305877686
0,0.6206529140472412
0,0.702826201915741
0,0.676938533782959
0,0.5907567143440247
0,0.6230290532112122
0,0.623640239238739
1,0.7968328595161438
0,0.6942896842956543
0,0.61568683385849
1,0.6649814248085022
1,0.7856548428535461
0,0.5866181254386902
1,0.6204991340637207
1,0.6748643517494202
1,0.5962304472923279
0,0.5397416949272156
0,0.8023921251296997
1,0.5761096477508545
0,0.6217073798179626
0,0.7082104086875916
0,0.7675573825836182
0,0.7330769300460815
1,0.6880301833152771
0,0.6253834962844849
1,0.7827109098434448
1,0.4837900400161743
1,0.6463017463684082
0,0.5484219789505005
0,0.6265100240707397
0,0.713150680065155
1,0.7558725476264954
0,0.6182630062103271
0,0.7887944579124451
0,0.5853394269943237
0,0.730863630771637
1,0.6316002607345581
0,0.6758403182029724
1,0.5903564691543579
1,0.4941246509552002
0,0.6064541339874268
0,0.7588778734207153
1,0.6776447892189026
0,0.5950943231582642
0,0.6820542216300964
1,0.5480647087097168
0,0.6820248961448669
1,0.6838544011116028
1,0.6108191609382629
1,0.6622192859649658
0,0.7109238505363464
0,0.6045613288879395
0,0.6507112979888916
1,0.5997429490089417
0,0.5581582188606262
0,0.5405153632164001
1,0.5644651055335999
0,0.603441596031189
0,0.5899808406829834
0,0.6273451447486877
1,0.4282228648662567
0,0.6171595454216003
0,0.6839494109153748
0,0.5980492830276489
0,0.5528237819671631
1,0.641244113445282
0,0.6726148724555969
0,0.6493980884552002
0,0.6596490740776062
1,0.5471222400665283
1,0.6487095355987549
0,0.6710372567176819
0,0.578279972076416
1,0.44800642132759094
0,0.7240282297134399
1,0.5616049766540527
0,0.5368886590003967
1,0.54541015625
0,0.6659166812896729
1,0.6222434639930725
0,0.5986372232437134
0,0.6261449456214905
0,0.6496272087097168
0,0.6161898374557495
1,0.5580050349235535
0,0.6415218114852905
1,0.5579376220703125
0,0.5636371970176697
0,0.6880558729171753
0,0.6508498191833496
0,0.7117006778717041
1,0.6790091395378113
1,0.6764934062957764
0,0.6646141409873962
0,0.5265770554542542
0,0.46823641657829285
1,0.5931034684181213
0,0.6626580953598022
1,0.5935336351394653
0,0.5806766748428345
1,0.626821756362915
0,0.6032505631446838
0,0.682094931602478
0,0.5873309373855591
0,0.6936998963356018
0,0.5900397896766663
0,0.6062408089637756
0,0.6980609893798828
1,0.4660849869251251
1,0.6360214352607727
0,0.5709728002548218
0,0.55624920129776
1,0.610493540763855
0,0.7305234670639038
0,0.5557100176811218
0,0.6831364631652832
0,0.6017176508903503
0,0.6196603178977966
1,0.7035584449768066
0,0.5349262356758118
1,0.6947394609451294
0,0.6038302779197693
0,0.6759997606277466
0,0.6394690275192261
0,0.4922631084918976
1,0.5951254367828369
1,0.592548131942749
0,0.6754283308982849
0,0.5339537858963013
0,0.7121020555496216
1,0.7566744089126587
0,0.6256341338157654
0,0.6843860745429993
0,0.609732985496521
0,0.6661368608474731
0,0.6895185112953186
1,0.5814918875694275
1,0.6491014957427979
0,0.5557437539100647
1,0.5863915085792542
0,0.6038539409637451
0,0.5958170294761658
0,0.5394559502601624
0,0.5498620867729187
0,0.7178150415420532
1,0.7033714056015015
0,0.6595458984375
0,0.588241696357727
1,0.675757110118866
0,0.6094068884849548
0,0.5517296195030212
1,0.6940808892250061
1,0.5423455834388733
0,0.5765095949172974
0,0.7415142059326172
0,0.6375378370285034
0,0.6543911695480347
0,0.657339870929718
0,0.6455239057540894
1,0.615960419178009
1,0.4503624141216278
1,0.630547821521759
0,0.6180806159973145
0,0.670896589756012
0,0.6827855110168457
0,0.595622181892395
1,0.6386074423789978
1,0.5939809083938599
0,0.5436879992485046
0,0.5522594451904297
0,0.5435675978660583
0,0.5678062438964844
1,0.7391241192817688
0,0.5551297068595886
0,0.48118144273757935
0,0.5834566950798035
0,0.6614885926246643
0,0.5775689482688904
0,0.6543404459953308
0,0.665183424949646
1,0.5344681143760681
1,0.8126592636108398
0,0.5604864954948425
0,0.6940509676933289
1,0.5604756474494934
1,0.6023662090301514
1,0.7587766051292419
0,0.694242537021637
1,0.7317514419555664
0,0.752996563911438
0,0.6015546321868896
0,0.7445225119590759
0,0.766582190990448
0,0.7196217179298401
0,0.6372615098953247
0,0.6043274998664856
1,0.5533818006515503
1,0.6347588300704956
1,0.6137595772743225
1,0.5543351173400879
1,0.5576809048652649
0,0.6942030191421509
0,0.5567148327827454
0,0.6190339922904968
0,0.5556381940841675
0,0.580254316329956
1,0.5993157029151917
0,0.5619027018547058
1,0.6316938996315002
0,0.5218510031700134
0,0.6812511682510376
1,0.5918371081352234
1,0.732868492603302
0,0.654446542263031
0,0.7682977318763733
1,0.6989982724189758
0,0.5630748271942139
1,0.5966418385505676
0,0.7468751668930054
0,0.6982126832008362
0,0.6418347358703613
0,0.6317991018295288
0,0.6339097619056702
0,0.7500685453414917
1,0.5738616585731506
0,0.5716663002967834
0,0.6784528493881226
0,0.7276886701583862
0,0.5892872214317322
0,0.5668039917945862
0,0.5851576924324036
0,0.5944666266441345
0,0.7057764530181885
1,0.5634658932685852
1,0.6406611204147339
0,0.782048761844635
1,0.7221197485923767
0,0.6190230250358582
0,0.636647641658783
1,0.6873961687088013
0,0.5860788822174072
0,0.5888262391090393
0,0.8150984644889832
0,0.6792123317718506
0,0.6979507803916931
0,0.6447669863700867
0,0.6729240417480469
1,0.6020624041557312
0,0.527994692325592
0,0.6818727254867554
0,0.6050291061401367
0,0.5806994438171387
1,0.6626455783843994
0,0.573279619216919
0,0.5673267841339111
1,0.6911590099334717
0,0.6478363275527954
1,0.7659074068069458
1,0.708061695098877
0,0.511198878288269
0,0.6692813038825989
0,0.5842133164405823
0,0.5275812149047852
0,0.5454176664352417
1,0.6667358875274658
0,0.5561288595199585
1,0.6823450326919556
0,0.7151823043823242
0,0.6362160444259644
0,0.644845187664032
0,0.6984705328941345
1,0.6760954856872559
0,0.5798245072364807
0,0.6093390583992004
0,0.602139949798584
0,0.6793649792671204
0,0.7798969149589539
1,0.660210132598877
0,0.8175736665725708
1,0.701698899269104
0,0.6270217299461365
0,0.6306972503662109
0,0.5837714672088623
1,0.7323338985443115
1,0.5710699558258057
0,0.710905134677887
0,0.6989229321479797
0,0.6261070966720581
0,0.5491752624511719
0,0.6590752005577087
0,0.7096280455589294
0,0.5614451169967651
0,0.6424182057380676
1,0.7026851177215576
0,0.5589463114738464
1,0.6085782051086426
1,0.45240581035614014
0,0.6493663787841797
1,0.5932044386863708
0,0.6266428232192993
0,0.6424634456634521
0,0.6985514760017395
0,0.6368025541305542
1,0.6840142011642456
0,0.5480350852012634
0,0.49792641401290894
1,0.6075208783149719
1,0.6885324120521545
1,0.6458743214607239
0,0.5545654296875
1,0.47775399684906006
1,0.7453706860542297
0,0.5771657228469849
0,0.5048629641532898
0,0.7090916633605957
0,0.606338620185852
1,0.5807400941848755
1,0.6527108550071716
0,0.7447725534439087
0,0.5865605473518372
1,0.7532963752746582
1,0.6006617546081543
0,0.5422521829605103
0,0.6015299558639526
0,0.6461623907089233
0,0.5747566819190979
0,0.6163765788078308
0,0.5966019630432129
0,0.6149979829788208
0,0.6969754099845886
0,0.6087846159934998
0,0.4823914170265198
1,0.5928745269775391
0,0.6289889812469482
